asin,reviewerID,overall
0061009059,A3A1E05J5PXADW,4.0
0061009059,A3VB95TK5API9C,5.0
0061009059,A37PV5GMP2ILJC,4.0
0061009059,A3OFWAVPZT56UB,5.0
0061009059,A30H2335OM7RD6,5.0
0061009059,A2C27IQUH9N1Z,4.0
0061009059,A55MRYPUAX4QU,5.0
0061009059,A2ATWKOFJXRRR1,4.0
0061009059,A2R53V98P2T4Y4,5.0
0061009059,AXSG2N1IJFJDE,2.0
0061009059,AG2YXYIQ8TLTA,3.0
0061009059,A2SPCMHMXS2QSF,5.0
0061009059,AW3VZ5O895LRK,4.0
0061009059,A3SUD7WHS9KI57,5.0
0061009059,A18FUHNBP90IB4,5.0
0061009059,A3MUDAYXE0ANVM,5.0
0061009059,A1T17LMQABMBN5,3.0
0061009059,A3VLAHQIRK8PA7,4.0
0061009059,A39ABKRS1MKFTW,5.0
0061009059,A1JH5J1KQAUBMP,4.0
0061009059,A1RFQVHBKVN4TA,5.0
0061009059,A3UW23DBF2KHWC,4.0
0061009059,AUMYX5PJBJVNJ,3.0
0061009059,A3BFDEBT5IV4UN,5.0
0061009059,A1K1JW1C5CUSUZ,5.0
0061009059,A1GARI2JT6EAWA,5.0
0061009059,A37WSPUFPY8LL9,3.0
0061009059,A3H82LUT1EC655,4.0
0061009059,A1E8CYZ5HN0IFC,4.0
0061009059,A3BH49ZKESHDID,4.0
0061009059,AFVQZQ8PW0L,5.0
0061009059,A3NJJZ5NB9LMR3,5.0
0061009059,AZ8N5BS6476S8,4.0
0061009059,A1RECBDKHVOJMW,5.0
0061009059,A1CNQTCRQ35IMM,5.0
0061009059,A3RP1I0SL7091Q,4.0
0061009059,ABMX8XUNPR3LP,4.0
0061009059,A1IIX764GG3WNZ,5.0
0061009059,A33J2VWP9HXDU9,4.0
0061009059,A1NQK5MH9GTJ6S,5.0
0061009059,A2DSXA1E02C86D,5.0
0061009059,A2EMP366TTS6E1,4.0
0061009059,A3E82E1V5SU6AP,4.0
0061009059,A1E3WRORCM6J5Y,5.0
0061009059,A1IOJE0W1NXOSE,5.0
0061009059,AIIR8E34EDKCQ,4.0
0061009059,AG2IEP1MJQHFS,5.0
0061009059,A2CR3FVZSSM61O,2.0
0061009059,A2SW2A3PE5RUQE,4.0
0061009059,A244OF3K701OS1,3.0
0061009059,A3OL1AX1IODBYL,5.0
0061009059,A29NUB3P6YIWZG,4.0
0061009059,AVHBK2SJ6CJ1C,5.0
0061009059,A2E9Q3T876TQ6C,5.0
0061009059,A22RY8N8CNDF3A,4.0
0061009059,A38VAF4S1DARTN,4.0
0061009059,A1N01YOBWF8WDP,4.0
0061009059,A16W9E27VW9IND,3.0
0061009059,A2I6MHMAZZDCRX,5.0
0061009059,A10Y3OZWENAQ6W,4.0
0061009059,A3LKWMM12AF0PU,4.0
0061009059,A126YLPKFPNQDS,5.0
0061009059,AEXE5RH7221AJ,4.0
0061009059,A3AZ4O4I9S4668,5.0
0061009059,A11M98R135HMSY,5.0
0061009059,A3E8QNDC7CV44,3.0
0061009059,A1FCBJNIFF4PPU,5.0
0061009059,AX54G5AL870Q8,4.0
0061009059,A2WSI8HOWHFDOT,5.0
0061009059,A3AD071UEP20WS,3.0
0061009059,A1KZ6HQPP5S5DN,3.0
0061009059,A1HFBVC2S6VEY9,4.0
0061009059,A5TWTUNP05CPJ,3.0
0061009059,A3OWFIRVQ9ZXOU,3.0
0061009059,A2RDR5G65D9H84,4.0
0061009059,A1N1YEMTI9DJ86,5.0
0061009059,A265NE6H6LYX87,5.0
0061009059,A30GESVUFJTTZF,4.0
0061009059,A18VICK1AMJS6B,4.0
0061009059,A16QQ78I8J29PA,4.0
0061009059,A2M55SGTZ6HXQC,5.0
0061009059,A18M68DE1Y6W51,4.0
0061009059,A2W2E6BPPYZO0T,4.0
0061009059,A2JRF02C5TGUN4,4.0
006101351X,AU6DIIDZK2OQM,3.0
006101351X,A1VHK9A4VLJTHC,5.0
006101351X,A1RAUVCWYHTQI4,4.0
006101351X,AG2YXYIQ8TLTA,4.0
006101351X,A2SPCMHMXS2QSF,5.0
006101351X,A1796BFN7L774T,5.0
006101351X,A29E0Q47E8CPPO,2.0
006101351X,A1K1JW1C5CUSUZ,5.0
006101351X,AC1K4OQOZ90RS,4.0
006101351X,A1CHM200OEN65X,5.0
006101351X,A11XAIFA10G7TS,5.0
006101351X,A1UFV4HALV2OXW,5.0
006101351X,A2VV2MISGXFY1O,2.0
006101351X,A3RP1I0SL7091Q,4.0
006101351X,A1IOR3OTTUK3O5,3.0
006101351X,A222LQEPE7O7BV,3.0
006101351X,A2YXRT2XIJIO57,5.0
006101351X,A3OJFPKMCXKOM0,5.0
006101351X,AY46DEOJJYFTW,5.0
006101351X,A2SW2A3PE5RUQE,4.0
006101351X,A29NUB3P6YIWZG,4.0
006101351X,A395QKQZ15GP4F,5.0
006101351X,A319KYEIAZ3SON,5.0
006101351X,A2SHQJP6PNQTLD,5.0
006101351X,A3QVAKVRAH657N,3.0
006101351X,A9JAYHZOARJX8,5.0
006101351X,A2EDZH51XHFA9B,3.0
006101351X,A2T6RWGHT3DIDH,5.0
006101351X,A8DJ9EU2QP2JM,5.0
006101351X,A1A58DW45TQZMX,5.0
0061015725,A1VHK9A4VLJTHC,3.0
0061015725,A3KMDMHN9HSY1Z,4.0
0061015725,A3LNZKV31R04C4,1.0
0061015725,A2PWUIQG57O1AZ,3.0
0061015725,A1EKTLUL24HDG8,4.0
0061015725,A2HM0BZWQRV1EF,2.0
0061015725,A1X8VZWTOG8IS6,3.0
0061015725,A2ATWKOFJXRRR1,2.0
0061015725,A2F6N60Z96CAJI,5.0
0061015725,A3ILPPZ9RBE1U3,2.0
0061015725,ARBMZ59SXGUGI,5.0
0061015725,AI37YX1U4KB1L,4.0
0061015725,A3OEECMCM2T4KQ,4.0
0061015725,A39AWL2FKWDFK6,3.0
0061015725,A26BWRBPP4V2WF,4.0
0061015725,AYFNOHE3IQQ4G,4.0
0061015725,A23GFTVIETX7DS,4.0
0061015725,A1JV4QKTEB7QBL,3.0
0061015725,A1GARI2JT6EAWA,5.0
0061015725,AC1K4OQOZ90RS,4.0
0061015725,A1CHM200OEN65X,4.0
0061015725,A30KEXFT9SILL6,2.0
0061015725,A18IZDWUIHLUC9,4.0
0061015725,A1SKNS2DGG46XM,5.0
0061015725,AK7D1BHZOSOL1,3.0
0061015725,A3L9QN0YNV3PUG,4.0
0061015725,A32O5FZH994CNY,5.0
0061015725,AFVQZQ8PW0L,4.0
0061015725,A2R6YYZJU332O8,5.0
0061015725,A2VV2MISGXFY1O,2.0
0061015725,A9NFFAZF3LIB2,2.0
0061015725,A3A6GXILVT9JNW,4.0
0061015725,A1GPGBHBI6T2HJ,4.0
0061015725,A1IOR3OTTUK3O5,3.0
0061015725,A3VO648HFK2LZD,5.0
0061015725,ABMX8XUNPR3LP,4.0
0061015725,A1XGJ7TLP5Y3XC,4.0
0061015725,A3CWEK9HY2VPDL,4.0
0061015725,A1X1CEGHTHMBL1,5.0
0061015725,A1IIX764GG3WNZ,1.0
0061015725,A8F2AZWB20X1H,4.0
0061015725,A2FEGRJQNU51P9,5.0
0061015725,A9LAPV8XNKZVZ,3.0
0061015725,A1J0YNR1SSFCVS,4.0
0061015725,A25E44CFFC4B7T,4.0
0061015725,A2RPIGO3G4M6GN,3.0
0061015725,A2NBOL825B93OM,3.0
0061015725,AIIR8E34EDKCQ,5.0
0061015725,A2F6SZLKG0TOJ7,2.0
0061015725,A3KNJ386MRBPZC,3.0
0061015725,A15Q7ABIU9O9YZ,4.0
0061015725,A2NJO6YE954DBH,3.0
0061015725,A29NUB3P6YIWZG,4.0
0061015725,A1TWTULVD6F22O,4.0
0061015725,A2VG0RY3EUWZKB,4.0
0061015725,A1B05INWIDZ74O,4.0
0061015725,A34UTL4AVX80MK,4.0
0061015725,A3VBVDOMJT49GH,4.0
0061015725,A1I00FDH0JK1RR,3.0
0061015725,A1CDNTB7377YH2,4.0
0061015725,A1D6PWUMDY9F7V,4.0
0061015725,AP8AUHUUYL34A,3.0
0061015725,A2F3M93RRLFQNJ,3.0
0061015725,A2RZ9O4PSL16V4,4.0
0061015725,AW1D6P2T7TF4,5.0
0061015725,A2O5RT4RCC4NU2,5.0
0061015725,A3AZ4O4I9S4668,5.0
0061015725,A11M98R135HMSY,5.0
0061015725,A1E2EI93MJW6QK,2.0
0061015725,A2H9UO8RYFX5MB,3.0
0061015725,A2XRMQA6PJ5ZJ8,3.0
0061015725,A2A1JIUOZJKWR,3.0
0061015725,AIBRTGBN07D6A,3.0
0061015725,A1GSTCPM8NRZRV,4.0
0061015725,ANEDXRFDZDL18,5.0
0061015725,A2UPQPNCKR2XO4,5.0
0061015725,A3CS4U2S7C6XW6,4.0
0061015725,A1LVMQ52YODRMO,3.0
0061015725,A16QQ78I8J29PA,3.0
0061015725,AVGGEAI1YGSAP,4.0
0061015725,A331KWP04XXXIQ,4.0
0061015725,A23E9QQHJLNGUI,3.0
0061015733,AFYYHRPSFBLWS,2.0
0061015733,A1LVMQ52YODRMO,1.0
0061015733,AS6EPVW1IRRP5,1.0
0061015733,A2O5RT4RCC4NU2,4.0
0061015733,A2RPIGO3G4M6GN,4.0
0061015733,A2HRPFBYBZ4RJ5,2.0
0061015733,A1GARI2JT6EAWA,3.0
0061015733,A9NFFAZF3LIB2,4.0
0061015733,A2PATWWZAXHQYA,5.0
0061015733,A1VHK9A4VLJTHC,4.0
0061015733,A2F6N60Z96CAJI,5.0
0061015733,AYT4FJYVCHYLE,4.0
0061015733,A3ILPPZ9RBE1U3,5.0
0061015733,A3JSDV57XPD937,4.0
0061015733,A20BN9PWUU7ITV,5.0
0061015733,A3OEECMCM2T4KQ,4.0
0061015733,A27LJ7PPIDJCCP,3.0
0061015733,A359U0JFFZ0Q04,3.0
0061015733,A34IBXM7E8CPWE,3.0
0061015733,A23GFTVIETX7DS,3.0
0061015733,A1K1JW1C5CUSUZ,4.0
0061015733,A3S1YIQQW7AZO,4.0
0061015733,A1F5B1UQFE8QE0,3.0
0061015733,A1CHM200OEN65X,4.0
0061015733,A1SKNS2DGG46XM,5.0
0061015733,A32O5FZH994CNY,5.0
0061015733,A3A6GXILVT9JNW,4.0
0061015733,A1DYMH30TSRONY,5.0
0061015733,A3VO648HFK2LZD,4.0
0061015733,ABMX8XUNPR3LP,5.0
0061015733,A10LWBOIZCF2QT,3.0
0061015733,A680RUE1FDO8B,5.0
0061015733,A14BTJRH9VNLJJ,5.0
0061015733,A15Q7ABIU9O9YZ,5.0
0061015733,A1N46G8TKM3ZQB,2.0
0061015733,AELSTEJJO90M7,4.0
0061015733,A2MF2QVSCUI27G,3.0
0061015733,A3VBVDOMJT49GH,5.0
0061015733,A3LZGLA88K0LA0,4.0
0061015733,AP8AUHUUYL34A,3.0
0061015733,A1E2EI93MJW6QK,3.0
0061015733,AN3D3M8MJ07BQ,3.0
0061015733,A2H9UO8RYFX5MB,2.0
0061015733,A23US54A0OILE4,5.0
0061015733,A1VG0K8BQDDJH9,5.0
0061015733,A1S8AJIUIO6M9K,5.0
0061015733,A2XRMQA6PJ5ZJ8,4.0
0061015733,A2PN7Z2VTHICL8,5.0
0061015733,A16QJ649N8PRV,4.0
0061015733,A18VICK1AMJS6B,5.0
0061015733,A3R19YKNL641X3,5.0
0061015733,A16QQ78I8J29PA,3.0
0061015733,A8DJ9EU2QP2JM,5.0
0061015733,A23E9QQHJLNGUI,3.0
0061031127,A1A2YTFX2XC4O2,4.0
0061031127,A1D36RZWTZM19O,2.0
0061031127,A1G9FX1KV45N41,1.0
0061031127,AFVQZQ8PW0L,5.0
0061031127,A1RECBDKHVOJMW,4.0
0061031127,A14W184T0AI07P,4.0
0061031127,A3E82E1V5SU6AP,5.0
0061031127,A2CUWCJHUPGL9W,4.0
0061031127,A1K5LVT31CG1IH,5.0
0061031127,A2K9FXOFFHVNWG,2.0
0061031127,A3DE9GQDO6O6D1,3.0
0061031127,AX54G5AL870Q8,4.0
0061031127,AS133VOY96W32,3.0
0061031127,A2W2E6BPPYZO0T,2.0
0061097314,A2IKY4WH4E11AI,3.0
0061097314,A3LNZKV31R04C4,5.0
0061097314,A3FR0IG70PQYKO,3.0
0061097314,A39650P2CZUUC9,5.0
0061097314,AYT4FJYVCHYLE,4.0
0061097314,AP2GQVQC1DZ5Q,4.0
0061097314,ABWF7YVZAU1QP,4.0
0061097314,A39ABKRS1MKFTW,4.0
0061097314,A2MQQI4UYT9C11,5.0
0061097314,A633NIAR4JJAR,5.0
0061097314,AIWDJ3S85O10Q,5.0
0061097314,AAIL33CYCT47J,5.0
0061097314,A3RTNA9THAU2OP,3.0
0061097314,A1IIX764GG3WNZ,3.0
0061097314,A19XE6G6NDZFPS,5.0
0061097314,A2YXRT2XIJIO57,3.0
0061097314,AOP5K4K01B0PH,4.0
0061097314,A2VKK7SUEOS7LK,1.0
0061097314,A177CDBTES35IY,3.0
0061097314,A1IOJE0W1NXOSE,4.0
0061097314,ALAFR9RRKEUZP,3.0
0061097314,AEJ71H7JK9EZC,3.0
0061097314,A1ARA52HB238HT,5.0
0061097314,A2HR0DJG4WMR8R,5.0
0061097314,A3LKWMM12AF0PU,4.0
0061097314,A232HUAELH5J6V,5.0
0061097314,AX54G5AL870Q8,5.0
0061097314,AA30KAI4RI6AT,3.0
0061097314,A2IYCVYH319OEN,5.0
0061122416,AU6DIIDZK2OQM,3.0
0061122416,A1RAUVCWYHTQI4,2.0
0061122416,AK536TCZST9B,4.0
0061122416,A2HM0BZWQRV1EF,5.0
0061122416,AKH906R0Z1PPS,5.0
0061122416,A1BI8PUEHA5CHW,4.0
0061122416,A3VIOCJZ22JZXT,3.0
0061122416,A3GJKZSBHXKXOG,4.0
0061122416,ADY0QI5IENSLY,4.0
0061122416,AXVXIWJ6IU6KA,3.0
0061122416,A2QZVW56O4WSBT,4.0
0061122416,A1T17LMQABMBN5,4.0
0061122416,A2BT578J4IZOK6,4.0
0061122416,AL9HZLZT4X1KL,3.0
0061122416,AWLFVCT9128JV,4.0
0061122416,AYFNOHE3IQQ4G,3.0
0061122416,A2MQQI4UYT9C11,4.0
0061122416,ARYF8JUHY2S1X,4.0
0061122416,A2C4MKATLLGFB0,1.0
0061122416,A2CDA00O4MB1CK,5.0
0061122416,A2NHD7LUXVGTD3,5.0
0061122416,AIJ6XU28MF3B,5.0
0061122416,AOTMP0OKJOUWI,3.0
0061122416,A1F5B1UQFE8QE0,4.0
0061122416,A1FMJJKSVQDDQ,4.0
0061122416,A3IKBHODOTYYHM,3.0
0061122416,A1SCJWCMQ3W3KK,5.0
0061122416,AZ8N5BS6476S8,2.0
0061122416,A1EEW7AS30AK5Q,5.0
0061122416,A2BCIAH2TIYVQ9,4.0
0061122416,A140XH16IKR4B0,3.0
0061122416,A2O9HU1K7TCF7B,5.0
0061122416,A1FQPOYRBTTK1,5.0
0061122416,A2YXRT2XIJIO57,2.0
0061122416,A2RPIGO3G4M6GN,2.0
0061122416,AHQYCRL2FMG3D,5.0
0061122416,A2EMP366TTS6E1,5.0
0061122416,ADQR7Y6GIKSDL,4.0
0061122416,A29NUB3P6YIWZG,4.0
0061122416,AELSTEJJO90M7,5.0
0061122416,A2X7F0D66LK2WN,4.0
0061122416,APTVNT7U6RZC3,3.0
0061122416,AOKGRSAS5VNS3,3.0
0061122416,A1ARA52HB238HT,2.0
0061122416,A2S7U162UO0ZL5,4.0
0061122416,A15XY6GGKD3B6D,1.0
0061122416,A3KEZLJ59C1JVH,2.0
0061122416,A34BWLZ9HERHGM,1.0
0061122416,A3LKWMM12AF0PU,4.0
0061122416,AP8AUHUUYL34A,3.0
0061122416,A3LWRDY0OQH3LY,5.0
0061122416,A3T0OTH5072YRE,3.0
0061122416,A1Z1F8JP032EV2,2.0
0061122416,A1YWUHRJDMATPI,3.0
0061122416,AUX9KZUUB3YCE,2.0
0061122416,A3SN9EF7GTNEU2,5.0
0061122416,A8QNRCZFSSY9C,2.0
0061122416,AHD101501WCN1,3.0
0061122416,AH0NHQQMDSSYV,5.0
0061122416,A3R8PXSFGY9MC2,5.0
0061122416,A1HR4RH5B552NH,4.0
0061122416,A2M1MNG7G40V85,4.0
0061122416,A2T6RWGHT3DIDH,4.0
0061122416,AITIU2DG1MM4A,3.0
0061122416,A23E9QQHJLNGUI,5.0
006112429X,A75W6T9I2S8BA,4.0
006112429X,A1LKHK7CTD9LA1,5.0
006112429X,AYT4FJYVCHYLE,2.0
006112429X,A325JING4PW8FE,5.0
006112429X,AG2YXYIQ8TLTA,2.0
006112429X,AW3VZ5O895LRK,5.0
006112429X,A1O3SZ5I2F42A,4.0
006112429X,A3GJKZSBHXKXOG,3.0
006112429X,AP2GQVQC1DZ5Q,4.0
006112429X,A2H44WVZS59KKT,5.0
006112429X,A2QZVW56O4WSBT,4.0
006112429X,A27LJ7PPIDJCCP,3.0
006112429X,AUMYX5PJBJVNJ,2.0
006112429X,A2W26AAU92CN70,5.0
006112429X,AB1PEQ3N6MPZ6,5.0
006112429X,A1K0MZ12Y8VX2E,4.0
006112429X,A1E8CYZ5HN0IFC,5.0
006112429X,A230ZS8F6I0AGM,5.0
006112429X,A3HZKNZY9KKQZA,5.0
006112429X,A1WPQGUYP0XI99,5.0
006112429X,A1RECBDKHVOJMW,5.0
006112429X,A1DYMH30TSRONY,4.0
006112429X,A2EBLL2OYEQJN9,5.0
006112429X,A2XQMGE2YY88DC,3.0
006112429X,ANH8VL45X2L1S,5.0
006112429X,A8F2AZWB20X1H,4.0
006112429X,A3PHF9UV3F177L,4.0
006112429X,A33EVEMS61JYRQ,5.0
006112429X,A2T9EHCUD7CNEB,5.0
006112429X,A2CUWCJHUPGL9W,5.0
006112429X,A3OQWHOUM0U0QH,4.0
006112429X,A2TWBMSMBXFJKE,5.0
006112429X,A29NUB3P6YIWZG,5.0
006112429X,AH7CBIWDTHXWA,3.0
006112429X,A1WDHQ9V2E4H5C,5.0
006112429X,A2T1B8LGQRYCEA,5.0
006112429X,AK0K3UWJHGRVO,5.0
006112429X,A15XY6GGKD3B6D,5.0
006112429X,A14OJS0VWMOSWO,5.0
006112429X,A1OLGW6LUM9M5U,4.0
006112429X,A2Z8A1W957DXRU,4.0
006112429X,A2V6FC7GVZ6T7M,4.0
006112429X,AA30KAI4RI6AT,4.0
006112429X,A2SS100TPM3060,3.0
006112429X,AHHU34NT0HTR1,5.0
006112429X,A1GZKHEQWTS4Z5,5.0
006112429X,A1JP42TKK5ZJEI,5.0
006112429X,A373R1CJT7JEKT,5.0
006112429X,A1YBVBU27AKJ1J,4.0
006112429X,A7NSGKWM1Y1NZ,4.0
006112429X,A1D5RCOILPC9LX,5.0
0061128856,A3E02KBFI21TY0,4.0
0061128856,AA2BITCKPL8JN,3.0
0061128856,A21NVBFIEQWDSG,4.0
0061128856,A3G9W210H8VW4G,3.0
0061128856,ASPABROV8R7M5,2.0
0061128856,A2TC8FD170FC2Q,5.0
0061128856,A2M2T0RJY22NUK,5.0
0061128856,A2PWUIQG57O1AZ,5.0
0061128856,AK536TCZST9B,4.0
0061128856,A1HBC0NBQJHT7X,3.0
0061128856,A2F6N60Z96CAJI,4.0
0061128856,A28DA4HNDPAGHK,5.0
0061128856,A1K1JW1C5CUSUZ,3.0
0061128856,AC1K4OQOZ90RS,3.0
0061128856,A1E8CYZ5HN0IFC,3.0
0061128856,A3PGGI7A6XCNF1,5.0
0061128856,A3M174IC0VXOS2,5.0
0061128856,A3HZKNZY9KKQZA,4.0
0061128856,A1CNQTCRQ35IMM,3.0
0061128856,A1X1TY8AT7E03H,3.0
0061128856,A19XE6G6NDZFPS,5.0
0061128856,A2AYSFGUP5VTY3,3.0
0061128856,A2E3GFHUDNPYDH,3.0
0061128856,A5A3C6XVDYUND,4.0
0061128856,ALAFR9RRKEUZP,4.0
0061128856,A3A7DII49DAMF,4.0
0061128856,A3NLJZI5NEOT0K,5.0
0061128856,A21A2JGWH92TXZ,3.0
0061128856,A17TASZJT6Y39D,4.0
0061128856,A3Z9QN0RCOHEY,4.0
0061128856,AN8C7BGR98HLN,4.0
0061128856,A2CWQW5MCYL10J,5.0
0061128856,A232HUAELH5J6V,4.0
0061128856,A2Z8A1W957DXRU,4.0
0061128856,A32PC5F6QT0SC9,4.0
0061128856,A1F3DFRPGVEUI8,4.0
0061128856,A2ZHH7AK83JB5G,5.0
0061128856,A16QQ78I8J29PA,4.0
0061128856,A7NSGKWM1Y1NZ,4.0
0061133973,A1A2YTFX2XC4O2,5.0
0061133973,A2C27IQUH9N1Z,5.0
0061133973,A2X29H96X7C3XJ,5.0
0061133973,A2CVXUY1EYQGGA,5.0
0061133973,A39650P2CZUUC9,5.0
0061133973,A1HBC0NBQJHT7X,4.0
0061133973,A2F6N60Z96CAJI,5.0
0061133973,A5WP1AL719K7F,5.0
0061133973,A3TPE71VZJ7TX0,5.0
0061133973,A12RMAJXRPQWTY,5.0
0061133973,A2CNQ1JV16GHW2,4.0
0061133973,ACGQBAGOS2G6O,4.0
0061133973,A1K1JW1C5CUSUZ,5.0
0061133973,AC1K4OQOZ90RS,4.0
0061133973,A3PGGI7A6XCNF1,5.0
0061133973,A1SKNS2DGG46XM,5.0
0061133973,AKB2PYODH0TKS,4.0
0061133973,AFVQZQ8PW0L,5.0
0061133973,A20VXF9DYI0I6H,4.0
0061133973,A2TWBMSMBXFJKE,4.0
0061133973,A29NUB3P6YIWZG,4.0
0061133973,A2EMIIHBL60K7L,5.0
0061133973,A2X4AEWNWCA1NX,4.0
0061133973,A33N05GF31KN8N,4.0
0061133973,A16W9E27VW9IND,4.0
0061133973,A319KYEIAZ3SON,5.0
0061133973,AP8AUHUUYL34A,5.0
0061133973,A2F3M93RRLFQNJ,4.0
0061133973,AHUT55E980RDR,5.0
0061133973,ACEOOCYZRPWF3,3.0
0061133973,A232HUAELH5J6V,3.0
0061133973,A3QVAKVRAH657N,4.0
0061133973,A1LYFI8TUCB1QX,5.0
0061133973,A2UIXU97JYCPZG,4.0
0061133973,A19O53R0L0W4O7,4.0
0061133973,A2ANWGPM3M2JPD,5.0
0061133973,A3RNP5X8ZGZIEI,3.0
0061133973,AKPKPMWM6IIU5,3.0
0061133973,A14QJKY3DA19AP,5.0
0061133973,A1XRQ6YJ7HXQFQ,5.0
0061133973,AHHU34NT0HTR1,5.0
0061133973,A3D6KZT0QG6UKB,3.0
0061133973,AYYIRXRLL0FZF,5.0
0061133973,A10ZPWK6OGZRTR,3.0
0061133973,A2YEOR4XJ8N3QE,4.0
0061133973,A1POFVVXUZR3IQ,4.0
0061133973,A3QS5UYAGHF4IU,5.0
0061134007,ASXW7UQXGMNJL,4.0
0061134007,A3T4KN9XO3PIXG,4.0
0061134007,A2C27IQUH9N1Z,5.0
0061134007,A1A8QJ282YIUQ0,5.0
0061134007,A5WP1AL719K7F,4.0
0061134007,A3TPE71VZJ7TX0,5.0
0061134007,A12RMAJXRPQWTY,5.0
0061134007,A2B1GZIRD6W646,2.0
0061134007,A1K1JW1C5CUSUZ,5.0
0061134007,A2DPPUTFPFHXQE,2.0
0061134007,AFVQZQ8PW0L,5.0
0061134007,A3NH7PYU4AD5GA,5.0
0061134007,A1CNQTCRQ35IMM,3.0
0061134007,A1X1TY8AT7E03H,3.0
0061134007,A1W7R5ZAGVOSVQ,4.0
0061134007,A16LP6AB6C5LMZ,3.0
0061134007,AS6EPVW1IRRP5,4.0
0061134007,A2X4AEWNWCA1NX,4.0
0061134007,A16W9E27VW9IND,4.0
0061134007,A34UTL4AVX80MK,4.0
0061134007,A319KYEIAZ3SON,5.0
0061134007,AWFHMSJTLHX7Y,4.0
0061134007,AHUT55E980RDR,5.0
0061134007,A1LYFI8TUCB1QX,5.0
0061134007,A2ANWGPM3M2JPD,5.0
0061134007,AHHU34NT0HTR1,3.0
0061134007,A1JP42TKK5ZJEI,3.0
0061134007,AYYIRXRLL0FZF,5.0
0061134007,A3QS5UYAGHF4IU,5.0
0061135879,AYT4FJYVCHYLE,4.0
0061135879,A1IPM23IJ8Q3L4,5.0
0061135879,A2XK04SBBC164A,5.0
0061135879,AAG0O8X2PYE6G,4.0
0061135879,A1EEW7AS30AK5Q,4.0
0061135879,A3RTNA9THAU2OP,4.0
0061135879,A13H5US9Z7L9M7,5.0
0061135879,A34BWLZ9HERHGM,3.0
0061135879,A8IPQ1Q1O7YX5,4.0
0061135879,A1N1YEMTI9DJ86,4.0
0061138010,A22019GDU7OVFG,3.0
0061138010,A1I2O9Y3X3HXLS,5.0
0061138010,A3H2CKTFZ3B3GD,3.0
0061138010,A2XNOB1T796Y6B,3.0
0061138010,A1D2C0WDCSHUWZ,4.0
0061138010,A19OQ7LWE2YJL3,2.0
0061138010,AFVQZQ8PW0L,5.0
0061138010,A1KLQBVJDG52BA,2.0
0061138010,A33WE7BK576XPI,4.0
0061138010,A31S1K0EC7VG7U,3.0
0061138010,ABUY5XK1R4YYZ,5.0
0061138010,A2UAM0ITC30078,5.0
0061138010,A1VDI1GQKNVA7U,4.0
0061138010,AIIR8E34EDKCQ,5.0
0061138010,A4SKIA2A7IDRX,5.0
0061138010,A12FGRUDIJI1W4,4.0
0061138010,A22B13EJTZKCTM,2.0
0061138010,A11L3YX5WIDKJ,4.0
0061138010,A6XR7Y415RPD0,3.0
0061138010,A3DK6K5KVP3E7O,4.0
0061138010,A1DW5IH6QCOFQ7,4.0
0061138010,A2GBJQ9THOYDAJ,3.0
0061138010,A3NIQK6ZLYEP1L,4.0
0061138010,A14OJS0VWMOSWO,5.0
0061138010,A1UWPSFAJKKAW0,4.0
0061138010,A126YLPKFPNQDS,3.0
0061138010,A17U562HOY2OQV,3.0
0061138010,AUS5X6IMFLJBD,4.0
0061138010,A3AVJCB1ZD6ZY5,4.0
0061138010,A3PR9QDYAXUC8N,4.0
0061138010,ANEDXRFDZDL18,3.0
0061138010,A26A64X86VL1R4,5.0
0061138010,AHHU34NT0HTR1,3.0
0061138010,APGJC13RI61U0,5.0
0061138010,AB5E23ZV79CVZ,2.0
0061138061,A1826E02TONM9I,5.0
0061138061,ARNAOSKQZMM2J,5.0
0061138061,A3E02KBFI21TY0,5.0
0061138061,A1I2O9Y3X3HXLS,5.0
0061138061,A3H2CKTFZ3B3GD,5.0
0061138061,A2XNOB1T796Y6B,5.0
0061138061,AQNX0WN00JEVE,4.0
0061138061,A3BFDEBT5IV4UN,5.0
0061138061,A1D2C0WDCSHUWZ,5.0
0061138061,AFVQZQ8PW0L,5.0
0061138061,A1KLQBVJDG52BA,4.0
0061138061,A2XK04SBBC164A,4.0
0061138061,A1CNQTCRQ35IMM,1.0
0061138061,A31S1K0EC7VG7U,5.0
0061138061,ABUY5XK1R4YYZ,5.0
0061138061,A2UAM0ITC30078,4.0
0061138061,A1VDI1GQKNVA7U,5.0
0061138061,A5A3C6XVDYUND,5.0
0061138061,A1KYJA5YM1479G,4.0
0061138061,A12FGRUDIJI1W4,3.0
0061138061,A22B13EJTZKCTM,5.0
0061138061,A11L3YX5WIDKJ,5.0
0061138061,AG2IEP1MJQHFS,4.0
0061138061,A6XR7Y415RPD0,4.0
0061138061,A16WIPH6PUI5XY,5.0
0061138061,A3VBVDOMJT49GH,5.0
0061138061,A1DW5IH6QCOFQ7,4.0
0061138061,A2GBJQ9THOYDAJ,4.0
0061138061,A1UWPSFAJKKAW0,5.0
0061138061,A126YLPKFPNQDS,5.0
0061138061,A17U562HOY2OQV,5.0
0061138061,AUS5X6IMFLJBD,4.0
0061138061,A2G09684ZOK8X2,5.0
0061138061,APGJC13RI61U0,5.0
0061138061,A1K4S4MWXI9E9M,5.0
0061138061,A2M55SGTZ6HXQC,3.0
0061138061,A246GZE5MZKHGL,5.0
0061138061,AB5E23ZV79CVZ,5.0
